source,date,title,summary,text,filtered,normalized,tokens_word,tokens_sentence,tokens_tweet
New York Times,2026-04-27,China Will Require Meta to Unwind Acquisition of AI Start-Up Manus,"The impact of the ruling was not immediately clear, but it could send a chilling signal to Chinese tech founders seeking to team up with foreign companies.","China Will Require Meta to Unwind Acquisition of AI Start-Up Manus The impact of the ruling was not immediately clear, but it could send a chilling signal to Chinese tech founders seeking to team up with foreign companies.",China Will Require Meta to Unwind Acquisition of AI Start-Up Manus The impact of the ruling was not immediately clear but it could send a chilling signal to Chinese tech founders seeking to team up with foreign companies,china will require meta to unwind acquisition of ai start-up manus the impact of the ruling was not immediately clear but it could send a chilling signal to chinese tech founders seeking to team up with foreign companies,"['china', 'will', 'require', 'meta', 'to', 'unwind', 'acquisition', 'of', 'ai', 'start-up', 'manus', 'the', 'impact', 'of', 'the', 'ruling', 'was', 'not', 'immediately', 'clear', 'but', 'it', 'could', 'send', 'a', 'chilling', 'signal', 'to', 'chinese', 'tech', 'founders', 'seeking', 'to', 'team', 'up', 'with', 'foreign', 'companies']",['China Will Require Meta to Unwind Acquisition of AI Start-Up Manus The impact of the ruling was not immediately clear but it could send a chilling signal to Chinese tech founders seeking to team up with foreign companies'],"['china', 'will', 'require', 'meta', 'to', 'unwind', 'acquisition', 'of', 'ai', 'start-up', 'manus', 'the', 'impact', 'of', 'the', 'ruling', 'was', 'not', 'immediately', 'clear', 'but', 'it', 'could', 'send', 'a', 'chilling', 'signal', 'to', 'chinese', 'tech', 'founders', 'seeking', 'to', 'team', 'up', 'with', 'foreign', 'companies']"
New York Times,2026-04-27,"Fighting ‘Sacred’ War in Ukraine, North Korea and Russia Pledge to Deepen Ties","The two countries discussed long-term military cooperation, as they opened a memorial for North Korean troops killed in Russia’s war in Ukraine.","Fighting ‘Sacred’ War in Ukraine, North Korea and Russia Pledge to Deepen Ties The two countries discussed long-term military cooperation, as they opened a memorial for North Korean troops killed in Russia’s war in Ukraine.",Fighting Sacred War in Ukraine North Korea and Russia Pledge to Deepen Ties The two countries discussed long-term military cooperation as they opened a memorial for North Korean troops killed in Russia s war in Ukraine,fighting sacred war in ukraine north korea and russia pledge to deepen ties the two countries discussed long-term military cooperation as they opened a memorial for north korean troops killed in russia s war in ukraine,"['fighting', 'sacred', 'war', 'in', 'ukraine', 'north', 'korea', 'and', 'russia', 'pledge', 'to', 'deepen', 'ties', 'the', 'two', 'countries', 'discussed', 'long-term', 'military', 'cooperation', 'as', 'they', 'opened', 'a', 'memorial', 'for', 'north', 'korean', 'troops', 'killed', 'in', 'russia', 's', 'war', 'in', 'ukraine']",['Fighting Sacred War in Ukraine North Korea and Russia Pledge to Deepen Ties The two countries discussed long-term military cooperation as they opened a memorial for North Korean troops killed in Russia s war in Ukraine'],"['fighting', 'sacred', 'war', 'in', 'ukraine', 'north', 'korea', 'and', 'russia', 'pledge', 'to', 'deepen', 'ties', 'the', 'two', 'countries', 'discussed', 'long-term', 'military', 'cooperation', 'as', 'they', 'opened', 'a', 'memorial', 'for', 'north', 'korean', 'troops', 'killed', 'in', 'russia', 's', 'war', 'in', 'ukraine']"
New York Times,2026-04-27,"Iran War Shakes Global Economy, but the U.S. Has Mostly Been Spared","In just eight weeks, much of the global economy has been knocked sideways. America has mostly been spared from the tumult.","Iran War Shakes Global Economy, but the U.S. Has Mostly Been Spared In just eight weeks, much of the global economy has been knocked sideways. America has mostly been spared from the tumult.",Iran War Shakes Global Economy but the U S Has Mostly Been Spared In just eight weeks much of the global economy has been knocked sideways America has mostly been spared from the tumult,iran war shakes global economy but the u s has mostly been spared in just eight weeks much of the global economy has been knocked sideways america has mostly been spared from the tumult,"['iran', 'war', 'shakes', 'global', 'economy', 'but', 'the', 'u', 's', 'has', 'mostly', 'been', 'spared', 'in', 'just', 'eight', 'weeks', 'much', 'of', 'the', 'global', 'economy', 'has', 'been', 'knocked', 'sideways', 'america', 'has', 'mostly', 'been', 'spared', 'from', 'the', 'tumult']",['Iran War Shakes Global Economy but the U S Has Mostly Been Spared In just eight weeks much of the global economy has been knocked sideways America has mostly been spared from the tumult'],"['iran', 'war', 'shakes', 'global', 'economy', 'but', 'the', 'u', 's', 'has', 'mostly', 'been', 'spared', 'in', 'just', 'eight', 'weeks', 'much', 'of', 'the', 'global', 'economy', 'has', 'been', 'knocked', 'sideways', 'america', 'has', 'mostly', 'been', 'spared', 'from', 'the', 'tumult']"
New York Times,2026-04-27,Canada Says Its Gold Is Traceable and Clean. So We Traced It.,We ended up in a Colombian mine controlled by a drug cartel.,Canada Says Its Gold Is Traceable and Clean. So We Traced It. We ended up in a Colombian mine controlled by a drug cartel.,Canada Says Its Gold Is Traceable and Clean So We Traced It We ended up in a Colombian mine controlled by a drug cartel,canada says its gold is traceable and clean so we traced it we ended up in a colombian mine controlled by a drug cartel,"['canada', 'says', 'its', 'gold', 'is', 'traceable', 'and', 'clean', 'so', 'we', 'traced', 'it', 'we', 'ended', 'up', 'in', 'a', 'colombian', 'mine', 'controlled', 'by', 'a', 'drug', 'cartel']",['Canada Says Its Gold Is Traceable and Clean So We Traced It We ended up in a Colombian mine controlled by a drug cartel'],"['canada', 'says', 'its', 'gold', 'is', 'traceable', 'and', 'clean', 'so', 'we', 'traced', 'it', 'we', 'ended', 'up', 'in', 'a', 'colombian', 'mine', 'controlled', 'by', 'a', 'drug', 'cartel']"
New York Times,2026-04-27,Homeowners Fight for Control of Their Community in China,"Residents signed petitions, organized rallies and held strategy sessions over karaoke, debating how far to push the authorities in their dispute with a developer.","Homeowners Fight for Control of Their Community in China Residents signed petitions, organized rallies and held strategy sessions over karaoke, debating how far to push the authorities in their dispute with a developer.",Homeowners Fight for Control of Their Community in China Residents signed petitions organized rallies and held strategy sessions over karaoke debating how far to push the authorities in their dispute with a developer,homeowners fight for control of their community in china residents signed petitions organized rallies and held strategy sessions over karaoke debating how far to push the authorities in their dispute with a developer,"['homeowners', 'fight', 'for', 'control', 'of', 'their', 'community', 'in', 'china', 'residents', 'signed', 'petitions', 'organized', 'rallies', 'and', 'held', 'strategy', 'sessions', 'over', 'karaoke', 'debating', 'how', 'far', 'to', 'push', 'the', 'authorities', 'in', 'their', 'dispute', 'with', 'a', 'developer']",['Homeowners Fight for Control of Their Community in China Residents signed petitions organized rallies and held strategy sessions over karaoke debating how far to push the authorities in their dispute with a developer'],"['homeowners', 'fight', 'for', 'control', 'of', 'their', 'community', 'in', 'china', 'residents', 'signed', 'petitions', 'organized', 'rallies', 'and', 'held', 'strategy', 'sessions', 'over', 'karaoke', 'debating', 'how', 'far', 'to', 'push', 'the', 'authorities', 'in', 'their', 'dispute', 'with', 'a', 'developer']"
New York Times,2026-04-27,Mali Terror Attack: Defense Minister Killed by Al Qaeda-Linked JNIM,"The death of the defense minister, Gen. Sadio Camara, a central figure in the country’s military government, comes amid escalating violence in the region.","Mali Terror Attack: Defense Minister Killed by Al Qaeda-Linked JNIM The death of the defense minister, Gen. Sadio Camara, a central figure in the country’s military government, comes amid escalating violence in the region.",Mali Terror Attack Defense Minister Killed by Al Qaeda-Linked JNIM The death of the defense minister Gen Sadio Camara a central figure in the country s military government comes amid escalating violence in the region,mali terror attack defense minister killed by al qaeda-linked jnim the death of the defense minister gen sadio camara a central figure in the country s military government comes amid escalating violence in the region,"['mali', 'terror', 'attack', 'defense', 'minister', 'killed', 'by', 'al', 'qaeda-linked', 'jnim', 'the', 'death', 'of', 'the', 'defense', 'minister', 'gen', 'sadio', 'camara', 'a', 'central', 'figure', 'in', 'the', 'country', 's', 'military', 'government', 'comes', 'amid', 'escalating', 'violence', 'in', 'the', 'region']",['Mali Terror Attack Defense Minister Killed by Al Qaeda-Linked JNIM The death of the defense minister Gen Sadio Camara a central figure in the country s military government comes amid escalating violence in the region'],"['mali', 'terror', 'attack', 'defense', 'minister', 'killed', 'by', 'al', 'qaeda-linked', 'jnim', 'the', 'death', 'of', 'the', 'defense', 'minister', 'gen', 'sadio', 'camara', 'a', 'central', 'figure', 'in', 'the', 'country', 's', 'military', 'government', 'comes', 'amid', 'escalating', 'violence', 'in', 'the', 'region']"
New York Times,2026-04-27,"U.S. Military Strikes Another Boat in Eastern Pacific, Killing 3",The United States has carried out dozens of boat strikes since September against people the Trump administration accuses of smuggling drugs.,"U.S. Military Strikes Another Boat in Eastern Pacific, Killing 3 The United States has carried out dozens of boat strikes since September against people the Trump administration accuses of smuggling drugs.",U S Military Strikes Another Boat in Eastern Pacific Killing The United States has carried out dozens of boat strikes since September against people the Trump administration accuses of smuggling drugs,u s military strikes another boat in eastern pacific killing the united states has carried out dozens of boat strikes since september against people the trump administration accuses of smuggling drugs,"['u', 's', 'military', 'strikes', 'another', 'boat', 'in', 'eastern', 'pacific', 'killing', 'the', 'united', 'states', 'has', 'carried', 'out', 'dozens', 'of', 'boat', 'strikes', 'since', 'september', 'against', 'people', 'the', 'trump', 'administration', 'accuses', 'of', 'smuggling', 'drugs']",['U S Military Strikes Another Boat in Eastern Pacific Killing The United States has carried out dozens of boat strikes since September against people the Trump administration accuses of smuggling drugs'],"['u', 's', 'military', 'strikes', 'another', 'boat', 'in', 'eastern', 'pacific', 'killing', 'the', 'united', 'states', 'has', 'carried', 'out', 'dozens', 'of', 'boat', 'strikes', 'since', 'september', 'against', 'people', 'the', 'trump', 'administration', 'accuses', 'of', 'smuggling', 'drugs']"
New York Times,2026-04-27,King Charles Is Coming to the U.S. at a Very Delicate Time,"Not since his mother, Queen Elizabeth II, traveled to Washington after the Suez Crisis has a visit by the British monarch come at such a fraught point in Anglo-American relations.","King Charles Is Coming to the U.S. at a Very Delicate Time Not since his mother, Queen Elizabeth II, traveled to Washington after the Suez Crisis has a visit by the British monarch come at such a fraught point in Anglo-American relations.",King Charles Is Coming to the U S at a Very Delicate Time Not since his mother Queen Elizabeth II traveled to Washington after the Suez Crisis has a visit by the British monarch come at such a fraught point in Anglo-American relations,king charles is coming to the u s at a very delicate time not since his mother queen elizabeth ii traveled to washington after the suez crisis has a visit by the british monarch come at such a fraught point in anglo-american relations,"['king', 'charles', 'is', 'coming', 'to', 'the', 'u', 's', 'at', 'a', 'very', 'delicate', 'time', 'not', 'since', 'his', 'mother', 'queen', 'elizabeth', 'ii', 'traveled', 'to', 'washington', 'after', 'the', 'suez', 'crisis', 'has', 'a', 'visit', 'by', 'the', 'british', 'monarch', 'come', 'at', 'such', 'a', 'fraught', 'point', 'in', 'anglo-american', 'relations']",['King Charles Is Coming to the U S at a Very Delicate Time Not since his mother Queen Elizabeth II traveled to Washington after the Suez Crisis has a visit by the British monarch come at such a fraught point in Anglo-American relations'],"['king', 'charles', 'is', 'coming', 'to', 'the', 'u', 's', 'at', 'a', 'very', 'delicate', 'time', 'not', 'since', 'his', 'mother', 'queen', 'elizabeth', 'ii', 'traveled', 'to', 'washington', 'after', 'the', 'suez', 'crisis', 'has', 'a', 'visit', 'by', 'the', 'british', 'monarch', 'come', 'at', 'such', 'a', 'fraught', 'point', 'in', 'anglo-american', 'relations']"
New York Times,2026-04-28,8 Memorable Moments From Past British Royal Visits to the U.S.,"With King Charles III and Queen Camilla set to arrive for a state visit with President Trump, we look back at some major moments in previous royal trips to the United States.","8 Memorable Moments From Past British Royal Visits to the U.S. With King Charles III and Queen Camilla set to arrive for a state visit with President Trump, we look back at some major moments in previous royal trips to the United States.",Memorable Moments From Past British Royal Visits to the U S With King Charles III and Queen Camilla set to arrive for a state visit with President Trump we look back at some major moments in previous royal trips to the United States,memorable moments from past british royal visits to the u s with king charles iii and queen camilla set to arrive for a state visit with president trump we look back at some major moments in previous royal trips to the united states,"['memorable', 'moments', 'from', 'past', 'british', 'royal', 'visits', 'to', 'the', 'u', 's', 'with', 'king', 'charles', 'iii', 'and', 'queen', 'camilla', 'set', 'to', 'arrive', 'for', 'a', 'state', 'visit', 'with', 'president', 'trump', 'we', 'look', 'back', 'at', 'some', 'major', 'moments', 'in', 'previous', 'royal', 'trips', 'to', 'the', 'united', 'states']",['Memorable Moments From Past British Royal Visits to the U S With King Charles III and Queen Camilla set to arrive for a state visit with President Trump we look back at some major moments in previous royal trips to the United States'],"['memorable', 'moments', 'from', 'past', 'british', 'royal', 'visits', 'to', 'the', 'u', 's', 'with', 'king', 'charles', 'iii', 'and', 'queen', 'camilla', 'set', 'to', 'arrive', 'for', 'a', 'state', 'visit', 'with', 'president', 'trump', 'we', 'look', 'back', 'at', 'some', 'major', 'moments', 'in', 'previous', 'royal', 'trips', 'to', 'the', 'united', 'states']"
New York Times,2026-04-27,The Rising Chinese Automaker Not Named BYD,"Geely is challenging the giant BYD by adapting quickly to swings in demand and energy prices, seizing on interest in electric vehicles prompted by the war in Iran.","The Rising Chinese Automaker Not Named BYD Geely is challenging the giant BYD by adapting quickly to swings in demand and energy prices, seizing on interest in electric vehicles prompted by the war in Iran.",The Rising Chinese Automaker Not Named BYD Geely is challenging the giant BYD by adapting quickly to swings in demand and energy prices seizing on interest in electric vehicles prompted by the war in Iran,the rising chinese automaker not named byd geely is challenging the giant byd by adapting quickly to swings in demand and energy prices seizing on interest in electric vehicles prompted by the war in iran,"['the', 'rising', 'chinese', 'automaker', 'not', 'named', 'byd', 'geely', 'is', 'challenging', 'the', 'giant', 'byd', 'by', 'adapting', 'quickly', 'to', 'swings', 'in', 'demand', 'and', 'energy', 'prices', 'seizing', 'on', 'interest', 'in', 'electric', 'vehicles', 'prompted', 'by', 'the', 'war', 'in', 'iran']",['The Rising Chinese Automaker Not Named BYD Geely is challenging the giant BYD by adapting quickly to swings in demand and energy prices seizing on interest in electric vehicles prompted by the war in Iran'],"['the', 'rising', 'chinese', 'automaker', 'not', 'named', 'byd', 'geely', 'is', 'challenging', 'the', 'giant', 'byd', 'by', 'adapting', 'quickly', 'to', 'swings', 'in', 'demand', 'and', 'energy', 'prices', 'seizing', 'on', 'interest', 'in', 'electric', 'vehicles', 'prompted', 'by', 'the', 'war', 'in', 'iran']"
New York Times,2026-04-27,How a Trump Event Shooting Unfolded,"The gunman had written a “manifesto,” the president said, before trying to enter a dinner in Washington for the White House press corps.","How a Trump Event Shooting Unfolded The gunman had written a “manifesto,” the president said, before trying to enter a dinner in Washington for the White House press corps.",How a Trump Event Shooting Unfolded The gunman had written a manifesto the president said before trying to enter a dinner in Washington for the White House press corps,how a trump event shooting unfolded the gunman had written a manifesto the president said before trying to enter a dinner in washington for the white house press corps,"['how', 'a', 'trump', 'event', 'shooting', 'unfolded', 'the', 'gunman', 'had', 'written', 'a', 'manifesto', 'the', 'president', 'said', 'before', 'trying', 'to', 'enter', 'a', 'dinner', 'in', 'washington', 'for', 'the', 'white', 'house', 'press', 'corps']",['How a Trump Event Shooting Unfolded The gunman had written a manifesto the president said before trying to enter a dinner in Washington for the White House press corps'],"['how', 'a', 'trump', 'event', 'shooting', 'unfolded', 'the', 'gunman', 'had', 'written', 'a', 'manifesto', 'the', 'president', 'said', 'before', 'trying', 'to', 'enter', 'a', 'dinner', 'in', 'washington', 'for', 'the', 'white', 'house', 'press', 'corps']"
New York Times,2026-04-26,Former Israeli Premiers Join in Bid to Oust Netanyahu in Elections,"Naftali Bennett, a right-wing politician, and Yair Lapid, a centrist, will merge parties for a vote later this year.","Former Israeli Premiers Join in Bid to Oust Netanyahu in Elections Naftali Bennett, a right-wing politician, and Yair Lapid, a centrist, will merge parties for a vote later this year.",Former Israeli Premiers Join in Bid to Oust Netanyahu in Elections Naftali Bennett a right-wing politician and Yair Lapid a centrist will merge parties for a vote later this year,former israeli premiers join in bid to oust netanyahu in elections naftali bennett a right-wing politician and yair lapid a centrist will merge parties for a vote later this year,"['former', 'israeli', 'premiers', 'join', 'in', 'bid', 'to', 'oust', 'netanyahu', 'in', 'elections', 'naftali', 'bennett', 'a', 'right-wing', 'politician', 'and', 'yair', 'lapid', 'a', 'centrist', 'will', 'merge', 'parties', 'for', 'a', 'vote', 'later', 'this', 'year']",['Former Israeli Premiers Join in Bid to Oust Netanyahu in Elections Naftali Bennett a right-wing politician and Yair Lapid a centrist will merge parties for a vote later this year'],"['former', 'israeli', 'premiers', 'join', 'in', 'bid', 'to', 'oust', 'netanyahu', 'in', 'elections', 'naftali', 'bennett', 'a', 'right-wing', 'politician', 'and', 'yair', 'lapid', 'a', 'centrist', 'will', 'merge', 'parties', 'for', 'a', 'vote', 'later', 'this', 'year']"
New York Times,2026-04-28,What to Know About the U.S.-Iran Peace Talks,"Negotiations to end the war appear to have hit an impasse over Iran’s nuclear future. Without a deal in place, the Strait of Hormuz remains mostly shut.","What to Know About the U.S.-Iran Peace Talks Negotiations to end the war appear to have hit an impasse over Iran’s nuclear future. Without a deal in place, the Strait of Hormuz remains mostly shut.",What to Know About the U S -Iran Peace Talks Negotiations to end the war appear to have hit an impasse over Iran s nuclear future Without a deal in place the Strait of Hormuz remains mostly shut,what to know about the u s -iran peace talks negotiations to end the war appear to have hit an impasse over iran s nuclear future without a deal in place the strait of hormuz remains mostly shut,"['what', 'to', 'know', 'about', 'the', 'u', 's', '-iran', 'peace', 'talks', 'negotiations', 'to', 'end', 'the', 'war', 'appear', 'to', 'have', 'hit', 'an', 'impasse', 'over', 'iran', 's', 'nuclear', 'future', 'without', 'a', 'deal', 'in', 'place', 'the', 'strait', 'of', 'hormuz', 'remains', 'mostly', 'shut']",['What to Know About the U S -Iran Peace Talks Negotiations to end the war appear to have hit an impasse over Iran s nuclear future Without a deal in place the Strait of Hormuz remains mostly shut'],"['what', 'to', 'know', 'about', 'the', 'u', 's', '-', 'iran', 'peace', 'talks', 'negotiations', 'to', 'end', 'the', 'war', 'appear', 'to', 'have', 'hit', 'an', 'impasse', 'over', 'iran', 's', 'nuclear', 'future', 'without', 'a', 'deal', 'in', 'place', 'the', 'strait', 'of', 'hormuz', 'remains', 'mostly', 'shut']"
New York Times,2026-04-26,"Iran and U.S. Sink Into Awkward Limbo of ‘No War, No Peace’","Each side is betting it can last longer than the other, analysts say. But there are risks in a stalemate without a deal.","Iran and U.S. Sink Into Awkward Limbo of ‘No War, No Peace’ Each side is betting it can last longer than the other, analysts say. But there are risks in a stalemate without a deal.",Iran and U S Sink Into Awkward Limbo of No War No Peace Each side is betting it can last longer than the other analysts say But there are risks in a stalemate without a deal,iran and u s sink into awkward limbo of no war no peace each side is betting it can last longer than the other analysts say but there are risks in a stalemate without a deal,"['iran', 'and', 'u', 's', 'sink', 'into', 'awkward', 'limbo', 'of', 'no', 'war', 'no', 'peace', 'each', 'side', 'is', 'betting', 'it', 'can', 'last', 'longer', 'than', 'the', 'other', 'analysts', 'say', 'but', 'there', 'are', 'risks', 'in', 'a', 'stalemate', 'without', 'a', 'deal']",['Iran and U S Sink Into Awkward Limbo of No War No Peace Each side is betting it can last longer than the other analysts say But there are risks in a stalemate without a deal'],"['iran', 'and', 'u', 's', 'sink', 'into', 'awkward', 'limbo', 'of', 'no', 'war', 'no', 'peace', 'each', 'side', 'is', 'betting', 'it', 'can', 'last', 'longer', 'than', 'the', 'other', 'analysts', 'say', 'but', 'there', 'are', 'risks', 'in', 'a', 'stalemate', 'without', 'a', 'deal']"
New York Times,2026-04-26,Islamabad Reopens After U.S.-Iran Talks Fail to Materialize,"Officials had locked the city down, anticipating talks between U.S. and Iranian delegations. But they didn’t happen. “What did I close my business for?” one business owner asked.","Islamabad Reopens After U.S.-Iran Talks Fail to Materialize Officials had locked the city down, anticipating talks between U.S. and Iranian delegations. But they didn’t happen. “What did I close my business for?” one business owner asked.",Islamabad Reopens After U S -Iran Talks Fail to Materialize Officials had locked the city down anticipating talks between U S and Iranian delegations But they didn t happen What did I close my business for one business owner asked,islamabad reopens after u s -iran talks fail to materialize officials had locked the city down anticipating talks between u s and iranian delegations but they didn t happen what did i close my business for one business owner asked,"['islamabad', 'reopens', 'after', 'u', 's', '-iran', 'talks', 'fail', 'to', 'materialize', 'officials', 'had', 'locked', 'the', 'city', 'down', 'anticipating', 'talks', 'between', 'u', 's', 'and', 'iranian', 'delegations', 'but', 'they', 'didn', 't', 'happen', 'what', 'did', 'i', 'close', 'my', 'business', 'for', 'one', 'business', 'owner', 'asked']",['Islamabad Reopens After U S -Iran Talks Fail to Materialize Officials had locked the city down anticipating talks between U S and Iranian delegations But they didn t happen What did I close my business for one business owner asked'],"['islamabad', 'reopens', 'after', 'u', 's', '-', 'iran', 'talks', 'fail', 'to', 'materialize', 'officials', 'had', 'locked', 'the', 'city', 'down', 'anticipating', 'talks', 'between', 'u', 's', 'and', 'iranian', 'delegations', 'but', 'they', 'didn', 't', 'happen', 'what', 'did', 'i', 'close', 'my', 'business', 'for', 'one', 'business', 'owner', 'asked']"
New York Times,2026-04-26,"Israel and Hezbollah Trade Strikes in Lebanon, as Iran Talks Remain on Hold","Cease-fires in Lebanon and Iran are on shaky ground, with military attacks flaring and direct talks between Washington and Tehran to end their war stalled.","Israel and Hezbollah Trade Strikes in Lebanon, as Iran Talks Remain on Hold Cease-fires in Lebanon and Iran are on shaky ground, with military attacks flaring and direct talks between Washington and Tehran to end their war stalled.",Israel and Hezbollah Trade Strikes in Lebanon as Iran Talks Remain on Hold Cease-fires in Lebanon and Iran are on shaky ground with military attacks flaring and direct talks between Washington and Tehran to end their war stalled,israel and hezbollah trade strikes in lebanon as iran talks remain on hold cease-fires in lebanon and iran are on shaky ground with military attacks flaring and direct talks between washington and tehran to end their war stalled,"['israel', 'and', 'hezbollah', 'trade', 'strikes', 'in', 'lebanon', 'as', 'iran', 'talks', 'remain', 'on', 'hold', 'cease-fires', 'in', 'lebanon', 'and', 'iran', 'are', 'on', 'shaky', 'ground', 'with', 'military', 'attacks', 'flaring', 'and', 'direct', 'talks', 'between', 'washington', 'and', 'tehran', 'to', 'end', 'their', 'war', 'stalled']",['Israel and Hezbollah Trade Strikes in Lebanon as Iran Talks Remain on Hold Cease-fires in Lebanon and Iran are on shaky ground with military attacks flaring and direct talks between Washington and Tehran to end their war stalled'],"['israel', 'and', 'hezbollah', 'trade', 'strikes', 'in', 'lebanon', 'as', 'iran', 'talks', 'remain', 'on', 'hold', 'cease-fires', 'in', 'lebanon', 'and', 'iran', 'are', 'on', 'shaky', 'ground', 'with', 'military', 'attacks', 'flaring', 'and', 'direct', 'talks', 'between', 'washington', 'and', 'tehran', 'to', 'end', 'their', 'war', 'stalled']"
New York Times,2026-04-26,"Israel’s President, Putting Off Decision on Pardon for Netanyahu, Will Push for Plea Deal","President Isaac Herzog of Israel has decided not to issue a pardon to Prime Minister Benjamin Netanyahu in his corruption case at this time, and instead will seek mediation, officials say.","Israel’s President, Putting Off Decision on Pardon for Netanyahu, Will Push for Plea Deal President Isaac Herzog of Israel has decided not to issue a pardon to Prime Minister Benjamin Netanyahu in his corruption case at this time, and instead will seek mediation, officials say.",Israel s President Putting Off Decision on Pardon for Netanyahu Will Push for Plea Deal President Isaac Herzog of Israel has decided not to issue a pardon to Prime Minister Benjamin Netanyahu in his corruption case at this time and instead will seek mediation officials say,israel s president putting off decision on pardon for netanyahu will push for plea deal president isaac herzog of israel has decided not to issue a pardon to prime minister benjamin netanyahu in his corruption case at this time and instead will seek mediation officials say,"['israel', 's', 'president', 'putting', 'off', 'decision', 'on', 'pardon', 'for', 'netanyahu', 'will', 'push', 'for', 'plea', 'deal', 'president', 'isaac', 'herzog', 'of', 'israel', 'has', 'decided', 'not', 'to', 'issue', 'a', 'pardon', 'to', 'prime', 'minister', 'benjamin', 'netanyahu', 'in', 'his', 'corruption', 'case', 'at', 'this', 'time', 'and', 'instead', 'will', 'seek', 'mediation', 'officials', 'say']",['Israel s President Putting Off Decision on Pardon for Netanyahu Will Push for Plea Deal President Isaac Herzog of Israel has decided not to issue a pardon to Prime Minister Benjamin Netanyahu in his corruption case at this time and instead will seek mediation officials say'],"['israel', 's', 'president', 'putting', 'off', 'decision', 'on', 'pardon', 'for', 'netanyahu', 'will', 'push', 'for', 'plea', 'deal', 'president', 'isaac', 'herzog', 'of', 'israel', 'has', 'decided', 'not', 'to', 'issue', 'a', 'pardon', 'to', 'prime', 'minister', 'benjamin', 'netanyahu', 'in', 'his', 'corruption', 'case', 'at', 'this', 'time', 'and', 'instead', 'will', 'seek', 'mediation', 'officials', 'say']"
New York Times,2026-04-26,What Happened After The New York Times Found a Cartel Mine on a Colombian Military Base,"Officers denied that an illegal, large-scale gold operation was underway within earshot of their posts. But we had seen it with our own eyes.","What Happened After The New York Times Found a Cartel Mine on a Colombian Military Base Officers denied that an illegal, large-scale gold operation was underway within earshot of their posts. But we had seen it with our own eyes.",What Happened After The New York Times Found a Cartel Mine on a Colombian Military Base Officers denied that an illegal large-scale gold operation was underway within earshot of their posts But we had seen it with our own eyes,what happened after the new york times found a cartel mine on a colombian military base officers denied that an illegal large-scale gold operation was underway within earshot of their posts but we had seen it with our own eyes,"['what', 'happened', 'after', 'the', 'new', 'york', 'times', 'found', 'a', 'cartel', 'mine', 'on', 'a', 'colombian', 'military', 'base', 'officers', 'denied', 'that', 'an', 'illegal', 'large-scale', 'gold', 'operation', 'was', 'underway', 'within', 'earshot', 'of', 'their', 'posts', 'but', 'we', 'had', 'seen', 'it', 'with', 'our', 'own', 'eyes']",['What Happened After The New York Times Found a Cartel Mine on a Colombian Military Base Officers denied that an illegal large-scale gold operation was underway within earshot of their posts But we had seen it with our own eyes'],"['what', 'happened', 'after', 'the', 'new', 'york', 'times', 'found', 'a', 'cartel', 'mine', 'on', 'a', 'colombian', 'military', 'base', 'officers', 'denied', 'that', 'an', 'illegal', 'large-scale', 'gold', 'operation', 'was', 'underway', 'within', 'earshot', 'of', 'their', 'posts', 'but', 'we', 'had', 'seen', 'it', 'with', 'our', 'own', 'eyes']"
New York Times,2026-04-28,How We Traced U.S. Government Gold to a Drug Cartel,"Three reporters followed supply chains to reveal that the U.S. Mint buys gold that comes from foreign pawn shops and drug dealers, then claims it is from the United States.","How We Traced U.S. Government Gold to a Drug Cartel Three reporters followed supply chains to reveal that the U.S. Mint buys gold that comes from foreign pawn shops and drug dealers, then claims it is from the United States.",How We Traced U S Government Gold to a Drug Cartel Three reporters followed supply chains to reveal that the U S Mint buys gold that comes from foreign pawn shops and drug dealers then claims it is from the United States,how we traced u s government gold to a drug cartel three reporters followed supply chains to reveal that the u s mint buys gold that comes from foreign pawn shops and drug dealers then claims it is from the united states,"['how', 'we', 'traced', 'u', 's', 'government', 'gold', 'to', 'a', 'drug', 'cartel', 'three', 'reporters', 'followed', 'supply', 'chains', 'to', 'reveal', 'that', 'the', 'u', 's', 'mint', 'buys', 'gold', 'that', 'comes', 'from', 'foreign', 'pawn', 'shops', 'and', 'drug', 'dealers', 'then', 'claims', 'it', 'is', 'from', 'the', 'united', 'states']",['How We Traced U S Government Gold to a Drug Cartel Three reporters followed supply chains to reveal that the U S Mint buys gold that comes from foreign pawn shops and drug dealers then claims it is from the United States'],"['how', 'we', 'traced', 'u', 's', 'government', 'gold', 'to', 'a', 'drug', 'cartel', 'three', 'reporters', 'followed', 'supply', 'chains', 'to', 'reveal', 'that', 'the', 'u', 's', 'mint', 'buys', 'gold', 'that', 'comes', 'from', 'foreign', 'pawn', 'shops', 'and', 'drug', 'dealers', 'then', 'claims', 'it', 'is', 'from', 'the', 'united', 'states']"
